[0.2483579, -0.5793747, 0.53454286, 0.22030304, -0.3790216, 0.55605775, 0.1815548, -0.3766842, 0.493209, 0.19217384, -0.26919067, 0.48183188, 0.20152983, -0.16569579, 0.4714246, 0.25905126, -0.381359, 0.6189065, 0.21070805, -0.2940599, 0.6617882, 0.16274358, -0.21139105, 0.7038871, 0.2513022, -0.008676114, 0.46810335, 0.2989162, 0.43604413, 0.41853687, 0.3205614, 0.8345198, 0.39117453, 0.3391806, -0.016172703, 0.5788768, 0.38679454, 0.4285475, 0.52931035, 0.4084398, 0.82702315, 0.50194806, 0.19889383, -0.6091542, 0.53048223, 0.23070487, -0.6084846, 0.5813508, 0.09273297, -0.57299083, 0.5315216, 0.18286423, -0.5710937, 0.6756492, 5]
[0.08309323, -0.65127254, 0.74495447, 0.095448315, -0.44984782, 0.66585016, 0.2144945, -0.48291713, 0.61011636, 0.24611552, -0.30730173, 0.59718597, 0.27753708, -0.13847959, 0.58694607, -0.023597872, -0.41677862, 0.72158384, 0.02019364, -0.26353297, 0.64030695, 0.106526524, -0.13370629, 0.71300316, 0.24400018, -0.085707285, 0.5923538, 0.32636723, 0.3558537, 0.5651586, 0.39754537, 0.7484433, 0.5367493, 0.11862295, -0.051028144, 0.6534537, 0.20098998, 0.39053285, 0.6262585, 0.272168, 0.7831225, 0.5978492, 0.089531615, -0.68961895, 0.7020814, 0.035899214, -0.679589, 0.7270407, 0.10292615, -0.67300975, 0.5919736, -0.049032353, -0.6445916, 0.6626916, 5]
[-0.0034798232, -0.65898424, 0.8211195, 0.08632799, -0.47336727, 0.75486994, 0.1673437, -0.48212984, 0.85024476, 0.18622464, -0.3081963, 0.8214093, 0.20327939, -0.14068054, 0.794643, 0.0053122714, -0.4646047, 0.6594951, 0.013123529, -0.28830278, 0.6422481, -0.099091835, -0.18240294, 0.7147861, 0.23025306, -0.06458529, 0.771432, 0.27018026, 0.31558764, 0.708916, 0.30374557, 0.6540011, 0.6551109, 0.12802866, -0.053505175, 0.6567608, 0.15284333, 0.33085278, 0.6156867, 0.18764694, 0.67000437, 0.5676223, 0.037187543, -0.6999301, 0.8255473, -0.0023443995, -0.70011353, 0.780412, 0.14686936, -0.69531995, 0.8025768, 0.03486218, -0.69583994, 0.6746935, 5]
[0.123631045, -0.6298203, 1.0503739, 0.109838665, -0.4942312, 0.92312896, 0.2025957, -0.49958593, 1.004331, 0.21499121, -0.3237932, 0.97179586, 0.2225014, -0.15364057, 0.9456423, 0.017081631, -0.48887643, 0.84192705, -0.018530289, -0.31521246, 0.8157, -0.11324536, -0.17639035, 0.8537766, 0.25551528, -0.056954663, 0.9082043, 0.28075624, 0.31777164, 0.8386996, 0.2997992, 0.6517972, 0.7809612, 0.13289101, -0.049775362, 0.80345887, 0.13864544, 0.3293867, 0.7577334, 0.15265866, 0.66473377, 0.7065926, 0.1476985, -0.67539704, 1.0346966, 0.08051932, -0.6580746, 1.0347108, 0.20811932, -0.6957125, 0.958326, 0.017778285, -0.6466322, 0.9583662, 5]
[0.17367645, -0.6140607, 1.1319367, 0.13911083, -0.48178324, 1.029988, 0.25321963, -0.48311222, 1.0827845, 0.26079428, -0.3049059, 1.0495702, 0.2628618, -0.13167983, 1.029002, 0.025002055, -0.48045433, 0.9771913, -0.023144595, -0.30717862, 0.9532022, -0.08921348, -0.14647843, 0.9688528, 0.26389566, -0.031137664, 0.9697405, 0.2329539, 0.35562426, 0.9472868, 0.2199294, 0.69696635, 0.8956996, 0.11228494, -0.029657664, 0.90124136, 0.08958729, 0.35543376, 0.8539575, 0.07290946, 0.6968872, 0.8041913, 0.20078334, -0.6532824, 1.1139728, 0.1317006, -0.6423977, 1.1263803, 0.2524585, -0.66461027, 1.0389152, 0.056724004, -0.6337704, 1.0740702, 5]
[0.13600965, -0.61973953, 1.1481229, 0.15814099, -0.46949965, 1.0776869, 0.27999067, -0.46320924, 1.1294223, 0.28384724, -0.28264832, 1.0989573, 0.28293982, -0.10752736, 1.080349, 0.036291298, -0.47579008, 1.0259516, -0.009172082, -0.2992158, 1.0086355, -0.06771702, -0.13407084, 1.0263581, 0.2487611, -0.009878724, 1.0231473, 0.19931962, 0.39061514, 1.0602417, 0.18563487, 0.74814564, 1.018583, 0.09332289, -0.017769596, 0.9606468, 0.02319464, 0.37965307, 0.9238625, -0.027404629, 0.7310421, 0.8629013, 0.17681585, -0.6497807, 1.1468284, 0.11140507, -0.6531987, 1.1190643, 0.26130372, -0.6394454, 1.1136051, 0.07597319, -0.64912975, 1.0349406, 5]
[0.1825655, -0.6065182, 1.2617977, 0.1592176, -0.47680527, 1.171118, 0.29000607, -0.4622817, 1.2186937, 0.28725594, -0.2765089, 1.1882029, 0.2813901, -0.09676917, 1.1673796, 0.028429165, -0.49132878, 1.1235422, -0.013012841, -0.3096764, 1.0964543, -0.066419035, -0.13720036, 1.1096528, 0.21762538, -0.008578386, 1.1168376, 0.17492923, 0.40674806, 1.1803633, 0.16939163, 0.7795377, 1.1365539, 0.05771878, -0.025780719, 1.0632368, -0.05457834, 0.38133428, 1.0621113, -0.12979868, 0.74250215, 0.9926729, 0.21652502, -0.6408862, 1.24912, 0.1451033, -0.63753927, 1.250422, 0.28093892, -0.64314115, 1.1879069, 0.078577325, -0.63365835, 1.1915958, 5]
[0.17253856, -0.58838767, 1.2673397, 0.16821714, -0.46577045, 1.191128, 0.30599177, -0.44787508, 1.2401171, 0.31410354, -0.25315562, 1.2221079, 0.3211383, -0.06571513, 1.2068627, 0.03044255, -0.48366594, 1.1421391, -0.0076891477, -0.29451984, 1.1093438, -0.062199295, -0.115621485, 1.1303166, 0.21242034, 0.007352696, 1.1506425, 0.18506086, 0.4343926, 1.1864053, 0.18676832, 0.8123166, 1.1329082, 0.050556295, -0.012851895, 1.0999247, -0.068931244, 0.39700013, 1.1461267, -0.13819523, 0.76592326, 1.07692, 0.20836684, -0.62097436, 1.2604605, 0.1371269, -0.61597496, 1.2479016, 0.2838428, -0.6236033, 1.215046, 0.081996284, -0.60943806, 1.1794628, 5]
[0.13267227, -0.5781149, 1.2818923, 0.15745951, -0.4613825, 1.2198662, 0.29602486, -0.44864002, 1.273127, 0.3036565, -0.25242352, 1.2640829, 0.31209853, -0.06395197, 1.252553, 0.018894179, -0.4741248, 1.1666054, -0.012691396, -0.2818629, 1.1405543, -0.071796626, -0.11015068, 1.1929681, 0.2108169, 0.014570095, 1.2072493, 0.19162977, 0.44781014, 1.1963801, 0.19109365, 0.8287168, 1.1363981, 0.04786397, 7.696616e-05, 1.1545228, -0.060820304, 0.4108526, 1.2418973, -0.10925601, 0.7880911, 1.1783905, 0.168546, -0.6087753, 1.2829201, 0.104033075, -0.60399055, 1.2547209, 0.25013635, -0.60989344, 1.2579554, 0.06734976, -0.596337, 1.1780579, 5]
[0.09191515, -0.5686271, 1.3133962, 0.11902665, -0.45246437, 1.2586459, 0.2602056, -0.4495628, 1.3114611, 0.27636558, -0.24948911, 1.3056408, 0.29371133, -0.05746661, 1.2952127, -0.022152329, -0.455366, 1.2058305, -0.04126752, -0.25749898, 1.17741, -0.09995172, -0.09046335, 1.2544652, 0.19718386, 0.020251986, 1.2687389, 0.1865507, 0.4543735, 1.2195792, 0.1816715, 0.8383648, 1.1609824, 0.032638974, 0.016885523, 1.2187973, -0.05571126, 0.42987522, 1.3311585, -0.08330586, 0.81326723, 1.2749816, 0.12571669, -0.5977901, 1.3129569, 0.065616205, -0.59434664, 1.2880962, 0.20143996, -0.59642696, 1.2864963, 0.031155258, -0.5866707, 1.2160575, 5]
[0.065448485, -0.56159526, 1.3724749, 0.08667168, -0.44733208, 1.3131881, 0.23096798, -0.45084646, 1.3641534, 0.25793812, -0.2461442, 1.3556334, 0.28505936, -0.049646255, 1.3440435, -0.05762462, -0.44381765, 1.2622228, -0.067187876, -0.24078873, 1.224929, -0.13282764, -0.084375255, 1.3284065, 0.1861334, 0.022294078, 1.3221109, 0.18049803, 0.45616317, 1.2544382, 0.17468524, 0.84225184, 1.1971664, 0.020418987, 0.026163878, 1.2752767, -0.05684518, 0.44456086, 1.3840331, -0.077913746, 0.8303656, 1.3284534, 0.09575921, -0.5909679, 1.3687422, 0.037143465, -0.5870719, 1.3538958, 0.1618905, -0.5905443, 1.3344427, -0.004187457, -0.5795058, 1.2923775, 5]
